 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,3704.000,3535.000
2,0,170,170,170,3565.500,3556.500
3,0,170,170,170,3403.500,3502.500
4,0,170,170,170,3239.500,3472.500
