 ,Area,Mean,Min,Max,X,Y
1,0,85,85,85,3689.000,4294.000
2,0,56,56,56,3560.500,4191.500
3,0,43,43,43,3402.500,4215.500
4,0,64,64,64,3280.500,4225.500
5,0,80,80,80,3130.500,4277.500
