 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,1830.000,2842.000
2,0,170,170,170,1755.500,2821.500
3,0,170,170,170,1579.500,2829.500
4,0,170,170,170,1451.500,2847.500
