 ,Area,Mean,Min,Max,X,Y
1,0,78,78,78,2360.500,1378.500
2,0,122,122,122,2340.167,1368.500
3,0,95,95,95,2325.833,1356.167
4,0,93,93,93,2301.833,1334.500
5,0,85,85,85,2276.833,1328.500
6,0,75,75,75,2265.833,1320.500
7,0,104,104,104,2238.167,1326.500
8,0,102,102,102,2244.833,1308.833
9,0,101,101,101,2222.833,1302.500
10,0,109,109,109,2194.167,1282.167
