 ,Area,Mean,Min,Max,X,Y
1,0,129,129,129,87.000,294
2,0,121,121,121,98.500,281
3,0,112,112,112,116.000,276
4,0,138,138,138,128.000,265
5,0,126,126,126,148.500,269
