 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,822.000,4366.000
2,0,139,139,139,719.500,4307.167
3,0,141,141,141,636.833,4367.167
4,0,126,126,126,482.167,4336.500
5,0,172,172,172,339.500,4329.833
