 ,Area,Mean,Min,Max,X,Y
1,0,205,205,205,1150.500,1096.250
2,0,190,190,190,1144.500,1088.250
3,0,217,217,217,1139.000,1081.500
4,0,216,216,216,1136.500,1073.500
