 ,Area,Mean,Min,Max,X,Y
1,0,210,210,210,3313.000,2898.000
2,0,245,245,245,3294.500,2867.500
3,0,231,231,231,3253.167,2834.167
4,0,222,222,222,3230.500,2795.500
5,0,238,238,238,3246.500,2763.500
6,0,236,236,236,3247.833,2699.500
7,0,241,241,241,3203.833,2704.833
8,0,237,237,237,3186.500,2658.167
9,0,213,213,213,3154.500,2610.167
