 ,Area,Mean,Min,Max,X,Y
1,0,167,167,167,2797.500,3685.500
2,0,188,188,188,2729.500,3661.500
3,0,183,183,183,2643.500,3653.500
4,0,143,143,143,2563.500,3691.500
5,0,94,94,94,2473.500,3695.500
6,0,83,83,83,2389.500,3677.500
7,0,172,172,172,2331.500,3627.500
